Roster,Time_Out,Origin,Route,Destination,Time_In,Days,Operating Hrs,Layover Hrs,Meal Hrs,Dead Hrs,Operating Dist,Dead Dist,Fuel Cost,Bus Hrs Cost,Tot Roster Cost,Tot Closure Cost,Type
35,10:00,Thirroul Station,14SC,Dapto Station,11:07,Sat 01-Jul-2023,1:07,0:27,,,31.982,0,,,,,
35,11:36,Dapto Station,14SC,Thirroul Station,12:41,Sat 01-Jul-2023,1:05,0:29,,,30.778,0,,,,,
35,12:42,Meal Break Start,MB,Meal Break End,13:12,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
35,13:19,Thirroul Station,14SC,Dapto Station,14:27,Sat 01-Jul-2023,1:08,0:07,,,31.982,0,,,,,
35,14:40,Dapto Station,14SC,Thirroul Station,15:45,Sat 01-Jul-2023,1:05,0:13,,,30.778,0,,,,,
35,15:46,Meal Break Start,MB,Meal Break End,16:16,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
35,16:41,Thirroul Station,14SC,Dapto Station,17:46,Sat 01-Jul-2023,1:05,0:25,,,31.982,0,,,,,
35,18:01,Dapto Station,14SC,Thirroul Station,19:00,Sat 01-Jul-2023,0:59,0:15,,,30.778,0,,,,,
35,19:40,Thirroul Station,14SC,Dapto Station,20:40,Sat 01-Jul-2023,1:00,0:40,,,31.982,0,,,,,
35,20:45,Dapto Station,Dead,Helensberg,21:19,Sat 01-Jul-2023,,0:05,,0:34,0,45.863,,,,,
,,,,Roster_Total,13:26,,8:29,2:48,1:00,1:09,251.04,91.828,$253.72 ,"$1,616.33 ","$1,870.06 ","$87,110.96 ",bus
,,,,,,,,,,,,,,,,,
36,8:37,Helensberg,Dead,Wollongong Station,9:08,Sat 01-Jul-2023,,0:05,,0:31,0,35.081,,,,,
36,9:13,Wollongong Station,14SC,Thirroul Station,9:51,Sat 01-Jul-2023,0:38,0:00,,,17.077,0,,,,,
36,10:19,Thirroul Station,14SC,Dapto Station,11:27,Sat 01-Jul-2023,1:08,0:28,,,31.982,0,,,,,
36,11:56,Dapto Station,14SC,Thirroul Station,13:01,Sat 01-Jul-2023,1:05,0:29,,,30.778,0,,,,,
36,13:02,Meal Break Start,MB,Meal Break End,13:32,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
36,13:39,Thirroul Station,14SC,Dapto Station,14:47,Sat 01-Jul-2023,1:08,0:07,,,31.982,0,,,,,
36,15:00,Dapto Station,14SC,Thirroul Station,16:05,Sat 01-Jul-2023,1:05,0:13,,,30.778,0,,,,,
36,17:01,Thirroul Station,14SC,Dapto Station,18:06,Sat 01-Jul-2023,1:05,0:56,,,31.982,0,,,,,
36,18:21,Dapto Station,14SC,Thirroul Station,19:19,Sat 01-Jul-2023,0:58,0:15,,,30.778,0,,,,,
36,19:20,Meal Break Start,MB,Meal Break End,19:50,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
36,20:21,Thirroul Station,14SC,Dapto Station,21:20,Sat 01-Jul-2023,0:59,0:31,,,31.982,0,,,,,
36,21:25,Dapto Station,Dead,Helensberg,21:59,Sat 01-Jul-2023,,0:05,,0:34,0,45.863,,,,,
,,,,Roster_Total,13:22,,8:06,3:11,1:00,1:05,237.339,80.944,$235.53 ,"$1,607.67 ","$1,843.20 ","$88,954.15 ",bus
,,,,,,,,,,,,,,,,,
37,8:19,Helensberg,Dead,Thirroul Station,8:38,Sat 01-Jul-2023,,0:05,,0:19,0,21.305,,,,,
37,8:43,Thirroul Station,14SC,Dapto Station,9:47,Sat 01-Jul-2023,1:04,0:00,,,31.982,0,,,,,
37,10:24,Dapto Station,14SC,Thirroul Station,11:29,Sat 01-Jul-2023,1:05,0:37,,,30.778,0,,,,,
37,11:59,Thirroul Station,14SC,Dapto Station,13:07,Sat 01-Jul-2023,1:08,0:30,,,31.982,0,,,,,
37,13:25,Dapto Station,14SC,Thirroul Station,14:30,Sat 01-Jul-2023,1:05,0:18,,,30.778,0,,,,,
37,14:31,Meal Break Start,MB,Meal Break End,15:01,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
37,15:17,Thirroul Station,14SC,Dapto Station,16:24,Sat 01-Jul-2023,1:07,0:16,,,31.982,0,,,,,
37,16:33,Dapto Station,14SC,Thirroul Station,17:35,Sat 01-Jul-2023,1:02,0:09,,,30.778,0,,,,,
37,17:36,Meal Break Start,MB,Meal Break End,18:06,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
37,18:43,Thirroul Station,14SC,Dapto Station,19:46,Sat 01-Jul-2023,1:03,0:37,,,31.982,0,,,,,
37,19:51,Dapto Station,Dead,Helensberg,20:25,Sat 01-Jul-2023,,0:05,,0:34,0,45.863,,,,,
,,,,Roster_Total,12:06,,7:34,2:39,1:00,0:53,220.262,67.168,$212.70 ,"$1,443 ","$1,655.70 ","$90,609.85 ",coach
,,,,,,,,,,,,,,,,,
38,8:29,Helensberg,Dead,Dapto Station,9:04,Sat 01-Jul-2023,,0:05,,0:35,0,45.965,,,,,
38,9:09,Dapto Station,14SC,Thirroul Station,10:09,Sat 01-Jul-2023,1:00,0:00,,,30.778,0,,,,,
38,10:39,Thirroul Station,14SC,Dapto Station,11:47,Sat 01-Jul-2023,1:08,0:30,,,31.982,0,,,,,
38,12:18,Dapto Station,14SC,Thirroul Station,13:23,Sat 01-Jul-2023,1:05,0:31,,,30.778,0,,,,,
38,13:24,Meal Break Start,MB,Meal Break End,13:54,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
38,13:59,Thirroul Station,14SC,Dapto Station,15:07,Sat 01-Jul-2023,1:08,0:05,,,31.982,0,,,,,
38,15:20,Dapto Station,14SC,Thirroul Station,16:25,Sat 01-Jul-2023,1:05,0:13,,,30.778,0,,,,,
38,16:26,Meal Break Start,MB,Meal Break End,16:56,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
38,17:21,Thirroul Station,14SC,Dapto Station,18:26,Sat 01-Jul-2023,1:05,0:25,,,31.982,0,,,,,
38,18:44,Dapto Station,14SC,Thirroul Station,19:41,Sat 01-Jul-2023,0:57,0:18,,,30.778,0,,,,,
38,19:46,Thirroul Station,Dead,Helensberg,20:05,Sat 01-Jul-2023,,0:05,,0:19,0,21.446,,,,,
,,,,Roster_Total,11:36,,7:28,2:14,1:00,0:54,219.058,67.411,$211.99 ,"$1,378 ","$1,589.99 ","$92,199.84 ",bus
,,,,,,,,,,,,,,,,,
39,9:17,Helensberg,Dead,Wollongong Station,9:48,Sat 01-Jul-2023,,0:05,,0:31,0,35.081,,,,,
39,9:53,Wollongong Station,14SC,Thirroul Station,10:33,Sat 01-Jul-2023,0:40,0:00,,,17.077,0,,,,,
39,10:59,Thirroul Station,14SC,Dapto Station,12:07,Sat 01-Jul-2023,1:08,0:26,,,31.982,0,,,,,
39,12:35,Dapto Station,14SC,Thirroul Station,13:40,Sat 01-Jul-2023,1:05,0:28,,,30.778,0,,,,,
39,13:41,Meal Break Start,MB,Meal Break End,14:11,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
39,14:20,Thirroul Station,14SC,Dapto Station,15:27,Sat 01-Jul-2023,1:07,0:09,,,31.982,0,,,,,
39,15:40,Dapto Station,14SC,Thirroul Station,16:45,Sat 01-Jul-2023,1:05,0:13,,,30.778,0,,,,,
39,16:46,Meal Break Start,MB,Meal Break End,17:16,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
39,17:41,Thirroul Station,14SC,Dapto Station,18:46,Sat 01-Jul-2023,1:05,0:25,,,31.982,0,,,,,
39,18:51,Dapto Station,Dead,Helensberg,19:25,Sat 01-Jul-2023,,0:05,,0:34,0,45.863,,,,,
,,,,Roster_Total,10:08,,6:10,1:53,1:00,1:05,174.579,80.944,$189.09 ,"$1,187.33 ","$1,376.42 ","$93,576.26 ",bus
,,,,,,,,,,,,,,,,,
40,3:46,Helensberg,Dead,Thirroul Station,4:05,Sat 01-Jul-2023,,0:05,,0:19,0,21.305,,,,,
40,4:10,Thirroul Station,15SC,Sutherland Station,5:06,Sat 01-Jul-2023,0:56,0:00,,,45.507,0,,,,,
40,5:20,Sutherland Station,15SC,Thirroul Station,6:19,Sat 01-Jul-2023,0:59,0:14,,,45.574,0,,,,,
40,6:30,Thirroul Station,15SC,Sutherland Station,7:29,Sat 01-Jul-2023,0:59,0:11,,,45.507,0,,,,,
40,7:30,Meal Break Start,MB,Meal Break End,8:00,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
40,8:20,Sutherland Station,15SC,Thirroul Station,9:23,Sat 01-Jul-2023,1:03,0:20,,,45.574,0,,,,,
40,9:50,Thirroul Station,15SC,Sutherland Station,10:56,Sat 01-Jul-2023,1:06,0:27,,,45.507,0,,,,,
40,11:40,Sutherland Station,15SC,Thirroul Station,12:47,Sat 01-Jul-2023,1:07,0:44,,,45.574,0,,,,,
40,13:10,Thirroul Station,15SC,Sutherland Station,14:17,Sat 01-Jul-2023,1:07,0:23,,,45.507,0,,,,,
40,15:00,Sutherland Station,15SC,Thirroul Station,16:07,Sat 01-Jul-2023,1:07,0:43,,,45.574,0,,,,,
40,16:07,Thirroul Station,15SC,Helensberg,16:26,Sat 01-Jul-2023,,0:00,,0:19,0,21.446,,,,,
40,16:11,Helensberg,15SC,Thirroul Station,16:25,Sat 01-Jul-2023,,0:05,,0:19,0,21.305,,,,,
40,16:30,Thirroul Station,15SC,Sutherland Station,17:36,Sat 01-Jul-2023,1:06,0:23,,,45.507,0,,,,,
40,17:37,Meal Break Start,MB,Meal Break End,18:07,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
40,18:20,Sutherland Station,15SC,Thirroul Station,19:24,Sat 01-Jul-2023,1:04,0:13,,,45.574,0,,,,,
40,19:50,Thirroul Station,15SC,Sutherland Station,20:52,Sat 01-Jul-2023,1:02,0:26,,,45.507,0,,,,,
40,21:00,Sutherland Station,15SC,Thirroul Station,22:01,Sat 01-Jul-2023,1:01,0:08,,,45.574,0,,,,,
40,23:50,Thirroul Station,15SC,Sutherland Station,24:48:00,Sat 01-Jul-2023,0:58,1:49,,,45.507,0,,,,,
40,25:40:00,Sutherland Station,15SC,Thirroul Station,26:39:00,Sat 01-Jul-2023,0:59,0:52,,,45.574,0,,,,,
40,26:44:00,Thirroul Station,Dead,Helensberg,27:03:00,Sat 01-Jul-2023,,0:05,,0:19,0,21.446,,,,,
,,,,Roster_Total,23:17,,14:34,7:10,1:00,1:16,637.567,85.502,$503.44 ,"$2,896.83 ","$3,400.27 ","$96,976.53 ",coach
,,,,,,,,,,,,,,,,,
41,4:36,Helensberg,Dead,Thirroul Station,4:55,Sat 01-Jul-2023,,0:05,,0:19,0,21.305,,,,,
41,5:00,Thirroul Station,15SC,Sutherland Station,5:56,Sat 01-Jul-2023,0:56,0:00,,,45.507,0,,,,,
41,6:10,Sutherland Station,15SC,Thirroul Station,7:11,Sat 01-Jul-2023,1:01,0:14,,,45.574,0,,,,,
41,7:50,Thirroul Station,15SC,Sutherland Station,8:53,Sat 01-Jul-2023,1:03,0:39,,,45.507,0,,,,,
41,9:40,Sutherland Station,15SC,Thirroul Station,10:47,Sat 01-Jul-2023,1:07,0:47,,,45.574,0,,,,,
41,11:10,Thirroul Station,15SC,Sutherland Station,12:17,Sat 01-Jul-2023,1:07,0:23,,,45.507,0,,,,,
41,13:00,Sutherland Station,15SC,Thirroul Station,14:07,Sat 01-Jul-2023,1:07,0:43,,,45.574,0,,,,,
41,14:30,Thirroul Station,15SC,Sutherland Station,15:37,Sat 01-Jul-2023,1:07,0:23,,,45.507,0,,,,,
41,15:37,Sutherland Station,15SC,Helensberg,15:56,Sat 01-Jul-2023,,0:00,,0:19,0,21.446,,,,,
41,16:01,Helensberg,15SC,Sutherland Station,16:15,Sat 01-Jul-2023,,0:05,,0:19,0,21.305,,,,,
41,16:20,Sutherland Station,15SC,Thirroul Station,17:26,Sat 01-Jul-2023,1:06,0:43,,,45.574,0,,,,,
41,17:50,Thirroul Station,15SC,Sutherland Station,18:55,Sat 01-Jul-2023,1:05,0:24,,,45.507,0,,,,,
41,18:56,Meal Break Start,MB,Meal Break End,19:26,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
41,19:40,Sutherland Station,15SC,Thirroul Station,20:41,Sat 01-Jul-2023,1:01,0:14,,,45.574,0,,,,,
41,21:50,Thirroul Station,15SC,Sutherland Station,22:50,Sat 01-Jul-2023,1:00,1:09,,,45.507,0,,,,,
41,23:40,Sutherland Station,15SC,Thirroul Station,24:39:00,Sat 01-Jul-2023,0:59,0:50,,,45.574,0,,,,,
41,24:44:00,Thirroul Station,Dead,Helensberg,25:03:00,Sat 01-Jul-2023,,0:05,,0:19,0,21.446,,,,,
,,,,Roster_Total,20:27,,12:39,6:45,0:30,1:16,546.486,85.502,$436.04 ,"$2,593.50 ","$3,029.54 ","$100,006.06 ",bus
,,,,,,,,,,,,,,,,,
42,4:01,Helensberg,Dead,Sutherland Station,4:25,Sat 01-Jul-2023,,0:05,,0:24,0,26.303,,,,,
42,4:30,Sutherland Station,15SC,Thirroul Station,5:29,Sat 01-Jul-2023,0:59,0:00,,,45.574,0,,,,,
42,5:50,Thirroul Station,15SC,Sutherland Station,6:48,Sat 01-Jul-2023,0:58,0:21,,,45.507,0,,,,,
42,7:00,Sutherland Station,15SC,Thirroul Station,8:01,Sat 01-Jul-2023,1:01,0:12,,,45.574,0,,,,,
42,8:30,Thirroul Station,15SC,Sutherland Station,9:35,Sat 01-Jul-2023,1:05,0:29,,,45.507,0,,,,,
42,9:36,Meal Break Start,MB,Meal Break End,10:06,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
42,10:20,Sutherland Station,15SC,Thirroul Station,11:27,Sat 01-Jul-2023,1:07,0:14,,,45.574,0,,,,,
42,11:50,Thirroul Station,15SC,Sutherland Station,12:57,Sat 01-Jul-2023,1:07,0:23,,,45.507,0,,,,,
42,13:40,Sutherland Station,15SC,Thirroul Station,14:47,Sat 01-Jul-2023,1:07,0:43,,,45.574,0,,,,,
42,15:10,Thirroul Station,15SC,Sutherland Station,16:17,Sat 01-Jul-2023,1:07,0:23,,,45.507,0,,,,,
42,16:17,Sutherland Station,15SC,Helensberg,16:41,Sat 01-Jul-2023,,0:00,,0:24,0,24.971,,,,,
42,16:36,Helensberg,15SC,Sutherland Station,16:55,Sat 01-Jul-2023,,0:05,,0:24,0,26.303,,,,,
42,17:00,Sutherland Station,15SC,Thirroul Station,18:06,Sat 01-Jul-2023,1:06,0:43,,,45.574,0,,,,,
42,18:30,Thirroul Station,15SC,Sutherland Station,19:32,Sat 01-Jul-2023,1:02,0:24,,,45.507,0,,,,,
42,19:33,Meal Break Start,MB,Meal Break End,20:03,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
42,20:20,Sutherland Station,15SC,Thirroul Station,21:21,Sat 01-Jul-2023,1:01,0:17,,,45.574,0,,,,,
42,22:50,Thirroul Station,15SC,Sutherland Station,23:48,Sat 01-Jul-2023,0:58,1:29,,,45.507,0,,,,,
42,24:40:00,Sutherland Station,15SC,Thirroul Station,25:39:00,Sat 01-Jul-2023,0:59,0:52,,,45.574,0,,,,,
42,26:30:00,Thirroul Station,15SC,Sutherland Station,27:28:00,Sat 01-Jul-2023,0:58,0:51,,,45.507,0,,,,,
42,27:33:00,Sutherland Station,Dead,Helensberg,27:57:00,Sat 01-Jul-2023,,0:05,,0:24,0,24.971,,,,,
,,,,Roster_Total,23:56,,14:35,7:38,1:00,1:36,637.567,102.548,$509.74 ,"$2,981.33 ","$3,491.08 ","$103,497.14 ",bus
,,,,,,,,,,,,,,,,,
43,6:46,Helensberg,Dead,Thirroul Station,7:05,Sat 01-Jul-2023,,0:05,,0:19,0,21.305,,,,,
43,7:10,Thirroul Station,15SC,Sutherland Station,8:10,Sat 01-Jul-2023,1:00,0:00,,,45.507,0,,,,,
43,9:00,Sutherland Station,15SC,Thirroul Station,10:07,Sat 01-Jul-2023,1:07,0:50,,,45.574,0,,,,,
43,10:30,Thirroul Station,15SC,Sutherland Station,11:36,Sat 01-Jul-2023,1:06,0:23,,,45.507,0,,,,,
43,11:37,Meal Break Start,MB,Meal Break End,12:07,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
43,12:20,Sutherland Station,15SC,Thirroul Station,13:27,Sat 01-Jul-2023,1:07,0:13,,,45.574,0,,,,,
43,13:50,Thirroul Station,15SC,Sutherland Station,14:57,Sat 01-Jul-2023,1:07,0:23,,,45.507,0,,,,,
43,15:40,Sutherland Station,15SC,Thirroul Station,16:47,Sat 01-Jul-2023,1:07,0:43,,,45.574,0,,,,,
43,16:47,Thirroul Station,15SC,Helensberg,17:06,Sat 01-Jul-2023,,0:00,,0:19,0,21.446,,,,,
43,16:51,Helensberg,15SC,Thirroul Station,17:05,Sat 01-Jul-2023,,0:05,,0:19,0,21.305,,,,,
43,17:10,Thirroul Station,15SC,Sutherland Station,18:16,Sat 01-Jul-2023,1:06,0:23,,,45.507,0,,,,,
43,19:00,Sutherland Station,15SC,Thirroul Station,20:04,Sat 01-Jul-2023,1:04,0:44,,,45.574,0,,,,,
43,20:50,Thirroul Station,15SC,Sutherland Station,21:51,Sat 01-Jul-2023,1:01,0:46,,,45.507,0,,,,,
43,21:52,Meal Break Start,MB,Meal Break End,22:22,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
43,22:40,Sutherland Station,15SC,Thirroul Station,23:41,Sat 01-Jul-2023,1:01,0:18,,,45.574,0,,,,,
43,25:50:00,Thirroul Station,15SC,Sutherland Station,26:48:00,Sat 01-Jul-2023,0:58,2:09,,,45.507,0,,,,,
43,26:40:00,Sutherland Station,15SC,Thirroul Station,27:39:00,Sat 01-Jul-2023,0:59,23:52,,,45.574,0,,,,,
43,27:44:00,Thirroul Station,Dead,Helensberg,28:03:00,Sat 01-Jul-2023,,0:05,,0:19,0,21.446,,,,,
,,,,Roster_Total,21:17,,12:43,31:01:00,1:00,1:16,546.486,85.502,$436.04 ,"$2,636.83 ","$3,072.87 ","$106,570.01 ",bus
,,,,,,,,,,,,,,,,,
44,7:11,Helensberg,Dead,Sutherland Station,7:35,Sat 01-Jul-2023,,0:05,,0:24,0,26.303,,,,,
44,7:40,Sutherland Station,15SC,Thirroul Station,8:42,Sat 01-Jul-2023,1:02,0:00,,,45.574,0,,,,,
44,9:10,Thirroul Station,15SC,Sutherland Station,10:15,Sat 01-Jul-2023,1:05,0:28,,,45.507,0,,,,,
44,11:00,Sutherland Station,15SC,Thirroul Station,12:07,Sat 01-Jul-2023,1:07,0:45,,,45.574,0,,,,,
44,12:30,Thirroul Station,15SC,Sutherland Station,13:37,Sat 01-Jul-2023,1:07,0:23,,,45.507,0,,,,,
44,13:38,Meal Break Start,MB,Meal Break End,14:08,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
44,14:20,Sutherland Station,15SC,Thirroul Station,15:27,Sat 01-Jul-2023,1:07,0:12,,,45.574,0,,,,,
44,15:50,Thirroul Station,15SC,Sutherland Station,16:57,Sat 01-Jul-2023,1:07,0:23,,,45.507,0,,,,,
44,16:57,Sutherland Station,15SC,Helensberg,17:21,Sat 01-Jul-2023,,0:00,,0:24,0,24.971,,,,,
44,17:16,Helensberg,15SC,Sutherland Station,17:35,Sat 01-Jul-2023,,0:05,,0:24,0,26.303,,,,,
44,17:40,Sutherland Station,15SC,Thirroul Station,18:44,Sat 01-Jul-2023,1:04,0:43,,,45.574,0,,,,,
44,19:10,Thirroul Station,15SC,Sutherland Station,20:12,Sat 01-Jul-2023,1:02,0:26,,,45.507,0,,,,,
44,20:13,Meal Break Start,MB,Meal Break End,20:43,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
44,21:40,Sutherland Station,15SC,Thirroul Station,22:41,Sat 01-Jul-2023,1:01,0:57,,,45.574,0,,,,,
44,24:50:00,Thirroul Station,15SC,Sutherland Station,25:48:00,Sat 01-Jul-2023,0:58,2:09,,,45.507,0,,,,,
44,25:53:00,Sutherland Station,Dead,Helensberg,26:17:00,Sat 01-Jul-2023,,0:05,,0:24,0,24.971,,,,,
,,,,Roster_Total,19:06,,10:40,6:43,1:00,1:36,455.405,102.548,$374.94 ,"$2,353 ","$2,727.94 ","$109,297.95 ",bus
,,,,,,,,,,,,,,,,,
51,4:16,Helensberg,Dead,Port Kembla Station,4:50,Sat 01-Jul-2023,,0:05,,0:34,0,43.101,,,,,
51,4:55,Port Kembla Station,27SC,Wollongong Station,5:11,Sat 01-Jul-2023,0:16,0:00,,,10.973,0,,,,,
51,5:35,Wollongong Station,27SC,Port Kembla Station,5:51,Sat 01-Jul-2023,0:16,0:24,,,10.096,0,,,,,
51,5:53,Port Kembla Station,27SC,Wollongong Station,6:09,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
51,6:55,Wollongong Station,27SC,Port Kembla Station,7:11,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
51,7:13,Port Kembla Station,27SC,Wollongong Station,7:29,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
51,8:15,Wollongong Station,27SC,Port Kembla Station,8:31,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
51,8:33,Port Kembla Station,27SC,Wollongong Station,8:49,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
51,9:35,Wollongong Station,27SC,Port Kembla Station,9:51,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
51,9:53,Port Kembla Station,27SC,Wollongong Station,10:09,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
51,10:10,Meal Break Start,MB,Meal Break End,10:40,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
51,10:55,Wollongong Station,27SC,Port Kembla Station,11:11,Sat 01-Jul-2023,0:16,0:15,,,10.096,0,,,,,
51,11:13,Port Kembla Station,27SC,Wollongong Station,11:29,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
51,12:15,Wollongong Station,27SC,Port Kembla Station,12:31,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
51,12:33,Port Kembla Station,27SC,Wollongong Station,12:49,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
51,13:35,Wollongong Station,27SC,Port Kembla Station,13:51,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
51,13:53,Port Kembla Station,27SC,Wollongong Station,14:09,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
51,14:09,Wollongong Station,27SC,Helensberg,14:40,Sat 01-Jul-2023,,0:00,,0:31,0,36.259,,,,,
51,14:21,Helensberg,27SC,Wollongong Station,14:50,Sat 01-Jul-2023,,0:05,,0:34,0,43.101,,,,,
51,14:55,Wollongong Station,27SC,Port Kembla Station,15:11,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
51,15:13,Port Kembla Station,27SC,Wollongong Station,15:29,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
51,16:15,Wollongong Station,27SC,Port Kembla Station,16:31,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
51,16:33,Port Kembla Station,27SC,Wollongong Station,16:49,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
51,17:35,Wollongong Station,27SC,Port Kembla Station,17:51,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
51,17:53,Port Kembla Station,27SC,Wollongong Station,18:09,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
51,18:55,Wollongong Station,27SC,Port Kembla Station,19:11,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
51,19:13,Port Kembla Station,27SC,Wollongong Station,19:29,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
51,19:30,Meal Break Start,MB,Meal Break End,20:00,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
51,20:15,Wollongong Station,27SC,Port Kembla Station,20:31,Sat 01-Jul-2023,0:16,0:15,,,10.096,0,,,,,
51,20:33,Port Kembla Station,27SC,Wollongong Station,20:49,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
51,21:35,Wollongong Station,27SC,Port Kembla Station,21:51,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
51,21:53,Port Kembla Station,27SC,Wollongong Station,22:09,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
51,22:55,Wollongong Station,27SC,Port Kembla Station,23:11,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
51,23:13,Port Kembla Station,27SC,Wollongong Station,23:29,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
51,24:15:00,Wollongong Station,27SC,Port Kembla Station,24:31:00,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
51,24:33:00,Port Kembla Station,27SC,Wollongong Station,24:49:00,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
51,24:54:00,Wollongong Station,Dead,Helensberg,25:25:00,Sat 01-Jul-2023,,0:05,,0:31,0,36.259,,,,,
,,,,Roster_Total,21:09,,8:16,10:53,1:00,2:10,327.008,158.72,$300.71 ,"$2,619.50 ","$2,920.21 ","$112,218.16 ",bus
,,,,,,,,,,,,,,,,,
52,5:39,Helensberg,Dead,Wollongong Station,6:10,Sat 01-Jul-2023,,0:05,,0:31,0,35.081,,,,,
52,6:15,Wollongong Station,27SC,Port Kembla Station,6:31,Sat 01-Jul-2023,0:16,0:00,,,10.096,0,,,,,
52,6:33,Port Kembla Station,27SC,Wollongong Station,6:49,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
52,7:35,Wollongong Station,27SC,Port Kembla Station,7:51,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
52,7:53,Port Kembla Station,27SC,Wollongong Station,8:09,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
52,8:55,Wollongong Station,27SC,Port Kembla Station,9:11,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
52,9:13,Port Kembla Station,27SC,Wollongong Station,9:29,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
52,10:15,Wollongong Station,27SC,Port Kembla Station,10:31,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
52,10:33,Port Kembla Station,27SC,Wollongong Station,10:49,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
52,10:50,Meal Break Start,MB,Meal Break End,11:20,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
52,11:35,Wollongong Station,27SC,Port Kembla Station,11:51,Sat 01-Jul-2023,0:16,0:15,,,10.096,0,,,,,
52,11:53,Port Kembla Station,27SC,Wollongong Station,12:09,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
52,12:55,Wollongong Station,27SC,Port Kembla Station,13:11,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
52,13:13,Port Kembla Station,27SC,Wollongong Station,13:29,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
52,14:15,Wollongong Station,27SC,Port Kembla Station,14:31,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
52,14:33,Port Kembla Station,27SC,Wollongong Station,14:49,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
52,14:49,Wollongong Station,27SC,Helensberg,15:23,Sat 01-Jul-2023,,0:00,,0:34,0,43.284,,,,,
52,15:04,Helensberg,27SC,Wollongong Station,15:30,Sat 01-Jul-2023,,0:05,,0:31,0,35.081,,,,,
