Roster,Time_Out,Origin,Route,Destination,Time_In,Days,Operating Hrs,Layover Hrs,Meal Hrs,Dead Hrs,Operating Dist,Dead Dist,Fuel Cost,Bus Hrs Cost,Tot Roster Cost,Tot Closure Cost,Type
20,8:22,Thirroul Station,36SC,Central Station,9:56,Sat 01-Jul-2023,1:34,0:07,,,68.186,0,,,,,
20,10:41,Central Station,36SC,Thirroul Station,12:29,Sat 01-Jul-2023,1:48,0:45,,,66.831,0,,,,,
20,12:29,Thirroul Station,36SC,Helensberg,12:48,Sat 01-Jul-2023,,0:00,,0:19,0,21.446,,,,,
20,13:10,Helensberg,36SC,Thirroul Station,13:24,Sat 01-Jul-2023,,0:05,,0:19,0,21.305,,,,,
20,13:29,Thirroul Station,36SC,Central Station,15:09,Sat 01-Jul-2023,1:40,1:00,,,68.186,0,,,,,
20,15:26,Central Station,36SC,Thirroul Station,17:11,Sat 01-Jul-2023,1:45,0:17,,,66.831,0,,,,,
20,17:12,Meal Break Start,MB,Meal Break End,17:42,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
20,18:13,Thirroul Station,36SC,Central Station,19:48,Sat 01-Jul-2023,1:35,0:31,,,68.186,0,,,,,
20,20:36,Central Station,36SC,Thirroul Station,21:59,Sat 01-Jul-2023,1:23,0:48,,,66.831,0,,,,,
20,22:04,Thirroul Station,Dead,Helensberg,22:23,Sat 01-Jul-2023,,0:05,,0:19,0,21.446,,,,,
,,,,Roster_Total,18:38,,12:31,4:34,1:00,1:16,540.068,85.502,$431.29 ,"$2,292.33 ","$2,723.62 ","$52,607.18 ",coach
,,,,,,,,,,,,,,,,,
21,2:02,Helensberg,Dead,Central Station,4:04,Sat 01-Jul-2023,,0:05,,1:00,0,59.028,,,,,
21,4:09,Central Station,36SC,Thirroul Station,5:27,Sat 01-Jul-2023,1:18,0:00,,,66.831,0,,,,,
21,5:48,Thirroul Station,36SC,Central Station,7:04,Sat 01-Jul-2023,1:16,0:21,,,68.186,0,,,,,
21,7:20,Central Station,36SC,Thirroul Station,8:53,Sat 01-Jul-2023,1:33,0:16,,,66.831,0,,,,,
21,8:54,Meal Break Start,MB,Meal Break End,9:24,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
21,9:39,Thirroul Station,36SC,Central Station,11:19,Sat 01-Jul-2023,1:40,0:15,,,68.186,0,,,,,
21,12:01,Central Station,36SC,Thirroul Station,13:49,Sat 01-Jul-2023,1:48,0:42,,,66.831,0,,,,,
21,14:36,Thirroul Station,36SC,Central Station,16:16,Sat 01-Jul-2023,1:40,0:47,,,68.186,0,,,,,
21,16:16,Central Station,36SC,Helensberg,17:16,Sat 01-Jul-2023,,0:00,,1:00,0,57.909,,,,,
21,15:55,Helensberg,36SC,Central Station,16:50,Sat 01-Jul-2023,,0:05,,1:00,0,59.028,,,,,
21,16:55,Central Station,36SC,Thirroul Station,18:33,Sat 01-Jul-2023,1:38,0:39,,,66.831,0,,,,,
21,18:34,Meal Break Start,MB,Meal Break End,19:04,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
21,19:47,Thirroul Station,36SC,Central Station,21:13,Sat 01-Jul-2023,1:26,0:43,,,68.186,0,,,,,
21,22:30,Central Station,36SC,Thirroul Station,23:50,Sat 01-Jul-2023,1:20,1:17,,,66.831,0,,,,,
21,24:13:00,Thirroul Station,36SC,Central Station,25:29:00,Sat 01-Jul-2023,1:16,0:23,,,68.186,0,,,,,
21,25:34:00,Central Station,Dead,Helensberg,27:34:00,Sat 01-Jul-2023,,0:05,,1:00,0,57.909,,,,,
,,,,Roster_Total,25:32:00,,14:55,5:40,1:00,4:00,675.085,233.874,$586.10 ,"$3,189.33 ","$3,775.43 ","$56,382.61 ",coach
,,,,,,,,,,,,,,,,,
22,4:39,Helensberg,Dead,Thirroul Station,4:58,Sat 01-Jul-2023,,0:05,,0:19,0,21.305,,,,,
22,5:03,Thirroul Station,36SC,Central Station,6:19,Sat 01-Jul-2023,1:16,0:00,,,68.186,0,,,,,
22,6:43,Central Station,36SC,Thirroul Station,8:13,Sat 01-Jul-2023,1:30,0:24,,,66.831,0,,,,,
22,8:58,Thirroul Station,36SC,Central Station,10:32,Sat 01-Jul-2023,1:34,0:45,,,68.186,0,,,,,
22,10:33,Meal Break Start,MB,Meal Break End,11:03,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
22,11:21,Central Station,36SC,Thirroul Station,13:09,Sat 01-Jul-2023,1:48,0:18,,,66.831,0,,,,,
22,14:02,Thirroul Station,36SC,Central Station,15:42,Sat 01-Jul-2023,1:40,0:53,,,68.186,0,,,,,
22,15:42,Central Station,36SC,Helensberg,16:01,Sat 01-Jul-2023,,0:00,,0:19,0,21.446,,,,,
22,15:51,Helensberg,36SC,Central Station,16:05,Sat 01-Jul-2023,,0:05,,0:19,0,21.305,,,,,
22,16:10,Central Station,36SC,Thirroul Station,17:52,Sat 01-Jul-2023,1:42,0:28,,,66.831,0,,,,,
22,18:46,Thirroul Station,36SC,Central Station,20:17,Sat 01-Jul-2023,1:31,0:54,,,68.186,0,,,,,
22,20:18,Meal Break Start,MB,Meal Break End,20:48,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
22,21:27,Central Station,36SC,Thirroul Station,22:50,Sat 01-Jul-2023,1:23,0:39,,,66.831,0,,,,,
22,22:51,Thirroul Station,ETY,Central Station,24:00:00,Sat 01-Jul-2023,,0:01,,1:09,0,69.796,,,,,
22,24:39:00,Central Station,36SC,Thirroul Station,25:57:00,Sat 01-Jul-2023,1:18,0:39,,,66.831,0,,,,,
22,26:02:00,Thirroul Station,Dead,Helensberg,26:21:00,Sat 01-Jul-2023,,0:05,,0:19,0,21.446,,,,,
,,,,Roster_Total,21:42,,13:42,5:18,1:00,2:25,606.899,155.298,$532.39 ,"$2,691 ","$3,223.39 ","$59,606 ",coach
,,,,,,,,,,,,,,,,,
23,3:10,Helensberg,Dead,Central Station,5:12,Sat 01-Jul-2023,,0:05,,1:00,0,59.028,,,,,
23,5:17,Central Station,36SC,Thirroul Station,6:35,Sat 01-Jul-2023,1:18,0:00,,,66.831,0,,,,,
23,7:08,Thirroul Station,36SC,Central Station,8:29,Sat 01-Jul-2023,1:21,0:33,,,68.186,0,,,,,
23,9:06,Central Station,36SC,Thirroul Station,10:49,Sat 01-Jul-2023,1:43,0:37,,,66.831,0,,,,,
23,10:50,Meal Break Start,MB,Meal Break End,11:20,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
23,11:35,Thirroul Station,36SC,Central Station,13:15,Sat 01-Jul-2023,1:40,0:15,,,68.186,0,,,,,
23,13:15,Central Station,36SC,Helensberg,14:15,Sat 01-Jul-2023,,0:00,,1:00,0,57.909,,,,,
23,12:41,Helensberg,36SC,Central Station,13:36,Sat 01-Jul-2023,,0:05,,1:00,0,59.028,,,,,
23,13:41,Central Station,36SC,Thirroul Station,15:29,Sat 01-Jul-2023,1:48,0:26,,,66.831,0,,,,,
23,15:30,Meal Break Start,MB,Meal Break End,16:00,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
23,16:31,Thirroul Station,36SC,Central Station,18:08,Sat 01-Jul-2023,1:37,0:31,,,68.186,0,,,,,
23,18:37,Central Station,36SC,Thirroul Station,20:11,Sat 01-Jul-2023,1:34,0:29,,,66.831,0,,,,,
23,21:48,Thirroul Station,36SC,Central Station,23:09,Sat 01-Jul-2023,1:21,1:37,,,68.186,0,,,,,
23,23:14,Central Station,Dead,Helensberg,25:14:00,Sat 01-Jul-2023,,0:05,,1:00,0,57.909,,,,,
,,,,Roster_Total,22:04,,12:22,4:45,1:00,4:00,540.068,233.874,$486.18 ,"$2,738.67 ","$3,224.85 ","$62,830.85 ",coach
,,,,,,,,,,,,,,,,,
24,6:17,Helensberg,Dead,Thirroul Station,6:36,Sat 01-Jul-2023,,0:05,,0:19,0,21.305,,,,,
24,6:41,Thirroul Station,36SC,Central Station,8:02,Sat 01-Jul-2023,1:21,0:00,,,68.186,0,,,,,
24,8:30,Central Station,36SC,Thirroul Station,10:09,Sat 01-Jul-2023,1:39,0:28,,,66.831,0,,,,,
24,10:10,Meal Break Start,MB,Meal Break End,10:40,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
24,10:55,Thirroul Station,36SC,Central Station,12:35,Sat 01-Jul-2023,1:40,0:15,,,68.186,0,,,,,
24,13:19,Central Station,36SC,Thirroul Station,15:07,Sat 01-Jul-2023,1:48,0:44,,,66.831,0,,,,,
24,15:07,Thirroul Station,36SC,Helensberg,15:26,Sat 01-Jul-2023,,0:00,,0:19,0,21.446,,,,,
24,15:32,Helensberg,36SC,Thirroul Station,15:46,Sat 01-Jul-2023,,0:05,,0:19,0,21.305,,,,,
24,15:51,Thirroul Station,36SC,Central Station,17:31,Sat 01-Jul-2023,1:40,0:44,,,68.186,0,,,,,
24,17:52,Central Station,36SC,Thirroul Station,19:30,Sat 01-Jul-2023,1:38,0:21,,,66.831,0,,,,,
24,19:31,Meal Break Start,MB,Meal Break End,20:01,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
24,21:24,Thirroul Station,36SC,Central Station,22:45,Sat 01-Jul-2023,1:21,1:23,,,68.186,0,,,,,
24,23:59,Central Station,36SC,Thirroul Station,25:17:00,Sat 01-Jul-2023,1:18,1:14,,,66.831,0,,,,,
24,25:22:00,Thirroul Station,Dead,Helensberg,25:41:00,Sat 01-Jul-2023,,0:05,,0:19,0,21.446,,,,,
,,,,Roster_Total,19:24,,12:25,5:26,1:00,1:16,540.068,85.502,$431.29 ,"$2,392 ","$2,823.29 ","$65,654.14 ",coach
,,,,,,,,,,,,,,,,,
25,7:17,Helensberg,Dead,Thirroul Station,7:36,Sat 01-Jul-2023,,0:05,,0:19,0,21.305,,,,,
25,7:41,Thirroul Station,36SC,Central Station,9:08,Sat 01-Jul-2023,1:27,0:00,,,68.186,0,,,,,
25,10:03,Central Station,36SC,Thirroul Station,11:49,Sat 01-Jul-2023,1:46,0:55,,,66.831,0,,,,,
25,11:50,Meal Break Start,MB,Meal Break End,12:20,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
25,12:47,Thirroul Station,36SC,Central Station,14:27,Sat 01-Jul-2023,1:40,0:27,,,68.186,0,,,,,
25,14:43,Central Station,36SC,Thirroul Station,16:31,Sat 01-Jul-2023,1:48,0:16,,,66.831,0,,,,,
25,16:31,Thirroul Station,36SC,Helensberg,17:31,Sat 01-Jul-2023,,0:00,,1:00,0,57.909,,,,,
25,16:41,Helensberg,36SC,Thirroul Station,17:36,Sat 01-Jul-2023,,0:05,,1:00,0,59.028,,,,,
25,17:41,Thirroul Station,36SC,Central Station,19:16,Sat 01-Jul-2023,1:35,1:10,,,68.186,0,,,,,
25,19:17,Meal Break Start,MB,Meal Break End,19:47,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
25,20:00,Central Station,36SC,Thirroul Station,21:27,Sat 01-Jul-2023,1:27,0:13,,,66.831,0,,,,,
25,21:28,Thirroul Station,ETY,Central Station,22:37,Sat 01-Jul-2023,,0:01,,1:09,0,69.796,,,,,
25,23:23,Central Station,36SC,Thirroul Station,24:41:00,Sat 01-Jul-2023,1:18,0:46,,,66.831,0,,,,,
25,24:46:00,Thirroul Station,Dead,Helensberg,25:05:00,Sat 01-Jul-2023,,0:05,,0:19,0,21.446,,,,,
,,,,Roster_Total,17:48,,11:01,4:05,1:00,3:47,471.882,229.484,$432.48 ,"$2,184 ","$2,616.48 ","$68,270.61 ",coach
,,,,,,,,,,,,,,,,,
26,5:51,Helensberg,Dead,Central Station,7:53,Sat 01-Jul-2023,,0:05,,1:00,0,59.028,,,,,
26,7:58,Central Station,36SC,Thirroul Station,9:31,Sat 01-Jul-2023,1:33,0:00,,,66.831,0,,,,,
26,10:15,Thirroul Station,36SC,Central Station,11:55,Sat 01-Jul-2023,1:40,0:44,,,68.186,0,,,,,
26,12:42,Central Station,36SC,Thirroul Station,14:30,Sat 01-Jul-2023,1:48,0:47,,,66.831,0,,,,,
26,14:31,Meal Break Start,MB,Meal Break End,15:01,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
26,15:14,Thirroul Station,36SC,Central Station,16:54,Sat 01-Jul-2023,1:40,0:13,,,68.186,0,,,,,
26,17:23,Central Station,36SC,Thirroul Station,19:01,Sat 01-Jul-2023,1:38,0:29,,,66.831,0,,,,,
26,20:23,Thirroul Station,36SC,Central Station,21:45,Sat 01-Jul-2023,1:22,1:22,,,68.186,0,,,,,
26,21:50,Central Station,Dead,Helensberg,23:50,Sat 01-Jul-2023,,0:05,,1:00,0,57.909,,,,,
,,,,Roster_Total,17:59,,9:41,3:46,0:30,2:00,405.051,116.937,$386.27 ,"$2,272.83 ","$2,659.10 ","$70,929.72 ",coach
,,,,,,,,,,,,,,,,,
27,7:16,Helensberg,Dead,Central Station,9:18,Sat 01-Jul-2023,,0:05,,1:00,0,59.028,,,,,
27,9:23,Central Station,36SC,Thirroul Station,11:09,Sat 01-Jul-2023,1:46,0:00,,,66.831,0,,,,,
27,12:12,Thirroul Station,36SC,Central Station,13:52,Sat 01-Jul-2023,1:40,1:03,,,68.186,0,,,,,
27,13:52,Central Station,36SC,Helensberg,14:52,Sat 01-Jul-2023,,0:00,,1:00,0,57.909,,,,,
27,13:23,Helensberg,36SC,Central Station,14:18,Sat 01-Jul-2023,,0:05,,1:00,0,59.028,,,,,
27,14:23,Central Station,36SC,Thirroul Station,16:11,Sat 01-Jul-2023,1:48,0:31,,,66.831,0,,,,,
27,16:12,Meal Break Start,MB,Meal Break End,16:42,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
27,17:09,Thirroul Station,36SC,Central Station,18:44,Sat 01-Jul-2023,1:35,0:27,,,68.186,0,,,,,
27,19:21,Central Station,36SC,Thirroul Station,20:51,Sat 01-Jul-2023,1:30,0:37,,,66.831,0,,,,,
27,23:00,Thirroul Station,36SC,Central Station,24:18:00,Sat 01-Jul-2023,1:18,2:09,,,68.186,0,,,,,
27,24:23:00,Central Station,Dead,Helensberg,26:23:00,Sat 01-Jul-2023,,0:05,,1:00,0,57.909,,,,,
,,,,Roster_Total,19:07,,9:37,5:03,0:30,4:00,405.051,233.874,$386.27 ,"$2,420.17 ","$2,806.44 ","$73,736.16 ",coach
,,,,,,,,,,,,,,,,,
30,3:23,Helensberg,Dead,Wollongong Station,3:54,Sat 01-Jul-2023,,0:05,,0:31,0,35.081,,,,,
30,3:59,Wollongong Station,14SC,Dapto Station,4:19,Sat 01-Jul-2023,0:20,0:00,,,16.503,0,,,,,
30,4:20,Dapto Station,ETY,Wollongong Station,4:34,Sat 01-Jul-2023,,0:01,,0:14,0,14.391,,,,,
30,4:37,Wollongong Station,14SC,Dapto Station,4:57,Sat 01-Jul-2023,0:20,0:03,,,16.503,0,,,,,
30,5:45,Dapto Station,14SC,Thirroul Station,6:35,Sat 01-Jul-2023,0:50,0:48,,,30.778,0,,,,,
30,6:45,Thirroul Station,14SC,Dapto Station,7:44,Sat 01-Jul-2023,0:59,0:10,,,31.982,0,,,,,
30,7:56,Dapto Station,14SC,Thirroul Station,8:52,Sat 01-Jul-2023,0:56,0:12,,,30.778,0,,,,,
30,9:21,Thirroul Station,14SC,Dapto Station,10:27,Sat 01-Jul-2023,1:06,0:29,,,31.982,0,,,,,
30,10:28,Meal Break Start,MB,Meal Break End,10:58,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
30,11:01,Dapto Station,14SC,Thirroul Station,12:06,Sat 01-Jul-2023,1:05,0:03,,,30.778,0,,,,,
30,12:39,Thirroul Station,14SC,Dapto Station,13:47,Sat 01-Jul-2023,1:08,0:33,,,31.982,0,,,,,
30,14:03,Dapto Station,14SC,Thirroul Station,15:08,Sat 01-Jul-2023,1:05,0:16,,,30.778,0,,,,,
30,15:08,Thirroul Station,14SC,Helensberg,15:27,Sat 01-Jul-2023,,0:00,,0:19,0,21.446,,,,,
30,15:28,Helensberg,14SC,Thirroul Station,15:54,Sat 01-Jul-2023,,0:05,,0:31,0,35.081,,,,,
30,15:59,Thirroul Station,14SC,Dapto Station,17:06,Sat 01-Jul-2023,1:07,0:51,,,31.982,0,,,,,
30,17:24,Dapto Station,14SC,Thirroul Station,18:24,Sat 01-Jul-2023,1:00,0:18,,,30.778,0,,,,,
30,18:25,Thirroul Station,ETY,Dapto Station,19:04,Sat 01-Jul-2023,,0:01,,0:39,0,25.918,,,,,
30,20:48,Dapto Station,14SC,Thirroul Station,21:42,Sat 01-Jul-2023,0:54,1:44,,,30.778,0,,,,,
30,22:09,Thirroul Station,14SC,Dapto Station,23:05,Sat 01-Jul-2023,0:56,0:27,,,31.982,0,,,,,
30,24:32:00,Dapto Station,14SC,Thirroul Station,25:22:00,Sat 01-Jul-2023,0:50,1:27,,,30.778,0,,,,,
30,25:27:00,Thirroul Station,Dead,Helensberg,25:46:00,Sat 01-Jul-2023,,0:05,,0:19,0,21.446,,,,,
,,,,Roster_Total,22:23,,12:36,7:39,0:30,2:33,408.362,153.363,$373.85 ,"$2,844.83 ","$3,218.68 ","$76,954.84 ",coach
,,,,,,,,,,,,,,,,,
31,2:33,Helensberg,Dead,Dapto Station,3:08,Sat 01-Jul-2023,,0:05,,0:35,0,45.965,,,,,
31,3:13,Dapto Station,14SC,Thirroul Station,4:03,Sat 01-Jul-2023,0:50,0:00,,,30.778,0,,,,,
31,4:04,Thirroul Station,ETY,Dapto Station,4:43,Sat 01-Jul-2023,,0:01,,0:39,0,25.918,,,,,
31,4:52,Dapto Station,14SC,Thirroul Station,5:42,Sat 01-Jul-2023,0:50,0:09,,,30.778,0,,,,,
31,6:12,Thirroul Station,14SC,Dapto Station,7:09,Sat 01-Jul-2023,0:57,0:30,,,31.982,0,,,,,
31,7:10,Dapto Station,ETY,Wollongong Station,7:29,Sat 01-Jul-2023,,0:01,,0:19,0,14.391,,,,,
31,7:30,Meal Break Start,MB,Meal Break End,8:00,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
31,8:00,Wollongong Station,14SC,Thirroul Station,8:35,Sat 01-Jul-2023,0:35,0:00,,,17.077,0,,,,,
31,9:03,Thirroul Station,14SC,Dapto Station,10:07,Sat 01-Jul-2023,1:04,0:28,,,31.982,0,,,,,
31,10:44,Dapto Station,14SC,Thirroul Station,11:49,Sat 01-Jul-2023,1:05,0:37,,,30.778,0,,,,,
31,12:19,Thirroul Station,14SC,Dapto Station,13:27,Sat 01-Jul-2023,1:08,0:30,,,31.982,0,,,,,
31,13:45,Dapto Station,14SC,Thirroul Station,14:50,Sat 01-Jul-2023,1:05,0:18,,,30.778,0,,,,,
31,14:50,Thirroul Station,14SC,Helensberg,15:09,Sat 01-Jul-2023,,0:00,,0:19,0,21.446,,,,,
31,15:04,Helensberg,14SC,Thirroul Station,15:34,Sat 01-Jul-2023,,0:05,,0:35,0,45.965,,,,,
31,15:39,Thirroul Station,14SC,Dapto Station,16:46,Sat 01-Jul-2023,1:07,0:49,,,31.982,0,,,,,
31,17:07,Dapto Station,14SC,Thirroul Station,18:07,Sat 01-Jul-2023,1:00,0:21,,,30.778,0,,,,,
31,18:08,Thirroul Station,ETY,Dapto Station,18:47,Sat 01-Jul-2023,,0:01,,0:39,0,25.918,,,,,
31,18:48,Meal Break Start,MB,Meal Break End,19:18,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
31,20:23,Dapto Station,14SC,Thirroul Station,21:18,Sat 01-Jul-2023,0:55,1:05,,,30.778,0,,,,,
31,21:37,Thirroul Station,14SC,Dapto Station,22:34,Sat 01-Jul-2023,0:57,0:19,,,31.982,0,,,,,
31,23:52,Dapto Station,14SC,Thirroul Station,24:42:00,Sat 01-Jul-2023,0:50,1:18,,,30.778,0,,,,,
31,24:47:00,Thirroul Station,Dead,Helensberg,25:06:00,Sat 01-Jul-2023,,0:05,,0:19,0,21.446,,,,,
,,,,Roster_Total,22:33,,12:23,6:44,1:00,3:25,392.433,201.049,$389.29 ,"$2,801.50 ","$3,190.79 ","$80,145.63 ",bus
,,,,,,,,,,,,,,,,,
32,4:55,Helensberg,Dead,Wollongong Station,5:26,Sat 01-Jul-2023,,0:05,,0:31,0,35.081,,,,,
32,5:31,Wollongong Station,14SC,Dapto Station,5:51,Sat 01-Jul-2023,0:20,0:00,,,16.503,0,,,,,
32,6:12,Dapto Station,14SC,Thirroul Station,7:02,Sat 01-Jul-2023,0:50,0:21,,,30.778,0,,,,,
32,7:21,Thirroul Station,14SC,Dapto Station,8:21,Sat 01-Jul-2023,1:00,0:19,,,31.982,0,,,,,
32,8:22,Dapto Station,ETY,Wollongong Station,8:30,Sat 01-Jul-2023,,0:01,,0:19,0,14.391,,,,,
32,8:37,Wollongong Station,14SC,Thirroul Station,9:13,Sat 01-Jul-2023,0:36,0:07,,,17.077,0,,,,,
32,9:41,Thirroul Station,14SC,Dapto Station,10:47,Sat 01-Jul-2023,1:06,0:28,,,31.982,0,,,,,
32,10:48,Meal Break Start,MB,Meal Break End,11:18,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
32,11:21,Dapto Station,14SC,Thirroul Station,12:26,Sat 01-Jul-2023,1:05,0:03,,,30.778,0,,,,,
32,12:59,Thirroul Station,14SC,Dapto Station,14:07,Sat 01-Jul-2023,1:08,0:33,,,31.982,0,,,,,
32,14:23,Dapto Station,14SC,Thirroul Station,15:28,Sat 01-Jul-2023,1:05,0:16,,,30.778,0,,,,,
32,15:28,Thirroul Station,14SC,Helensberg,16:02,Sat 01-Jul-2023,,0:00,,0:34,0,45.863,,,,,
32,15:50,Helensberg,14SC,Thirroul Station,16:16,Sat 01-Jul-2023,,0:05,,0:31,0,35.081,,,,,
32,16:21,Thirroul Station,14SC,Dapto Station,17:26,Sat 01-Jul-2023,1:05,0:53,,,31.982,0,,,,,
32,17:41,Dapto Station,14SC,Thirroul Station,18:40,Sat 01-Jul-2023,0:59,0:15,,,30.778,0,,,,,
32,19:11,Thirroul Station,14SC,Dapto Station,20:13,Sat 01-Jul-2023,1:02,0:31,,,31.982,0,,,,,
32,20:14,Meal Break Start,MB,Meal Break End,20:44,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
32,22:04,Dapto Station,14SC,Thirroul Station,22:54,Sat 01-Jul-2023,0:50,1:20,,,30.778,0,,,,,
32,23:00,Thirroul Station,14SC,Dapto Station,23:56,Sat 01-Jul-2023,0:56,0:06,,,31.982,0,,,,,
32,25:16:00,Dapto Station,14SC,Thirroul Station,26:06:00,Sat 01-Jul-2023,0:50,1:20,,,30.778,0,,,,,
32,26:07:00,Thirroul Station,14SC,Dapto Station,27:03:00,Sat 01-Jul-2023,0:56,0:01,,,31.982,0,,,,,
32,27:08:00,Dapto Station,Dead,Helensberg,27:42:00,Sat 01-Jul-2023,,0:05,,0:34,0,45.863,,,,,
,,,,Roster_Total,22:47,,13:48,6:51,1:00,2:29,442.122,176.279,$397.72 ,"$2,831.83 ","$3,229.55 ","$83,375.18 ",bus
,,,,,,,,,,,,,,,,,
33,3:27,Helensberg,Dead,Dapto Station,4:02,Sat 01-Jul-2023,,0:05,,0:35,0,45.965,,,,,
33,4:07,Dapto Station,14SC,Thirroul Station,4:57,Sat 01-Jul-2023,0:50,0:00,,,30.778,0,,,,,
33,5:37,Thirroul Station,14SC,Dapto Station,6:33,Sat 01-Jul-2023,0:56,0:40,,,31.982,0,,,,,
33,6:42,Dapto Station,14SC,Thirroul Station,7:35,Sat 01-Jul-2023,0:53,0:09,,,30.778,0,,,,,
33,7:54,Thirroul Station,14SC,Dapto Station,8:57,Sat 01-Jul-2023,1:03,0:19,,,31.982,0,,,,,
33,8:58,Meal Break Start,MB,Meal Break End,9:28,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
33,9:45,Dapto Station,14SC,Thirroul Station,10:49,Sat 01-Jul-2023,1:04,0:17,,,30.778,0,,,,,
33,11:19,Thirroul Station,14SC,Dapto Station,12:27,Sat 01-Jul-2023,1:08,0:30,,,31.982,0,,,,,
33,12:51,Dapto Station,14SC,Thirroul Station,13:56,Sat 01-Jul-2023,1:05,0:24,,,30.778,0,,,,,
33,14:40,Thirroul Station,14SC,Dapto Station,15:47,Sat 01-Jul-2023,1:07,0:44,,,31.982,0,,,,,
33,15:47,Dapto Station,14SC,Helensberg,16:21,Sat 01-Jul-2023,,0:00,,0:34,0,45.863,,,,,
33,15:27,Helensberg,14SC,Dapto Station,15:53,Sat 01-Jul-2023,,0:05,,0:31,0,35.081,,,,,
33,15:58,Dapto Station,14SC,Thirroul Station,17:03,Sat 01-Jul-2023,1:05,0:11,,,30.778,0,,,,,
33,18:02,Thirroul Station,14SC,Dapto Station,19:06,Sat 01-Jul-2023,1:04,0:59,,,31.982,0,,,,,
33,19:20,Dapto Station,14SC,Thirroul Station,20:17,Sat 01-Jul-2023,0:57,0:14,,,30.778,0,,,,,
33,20:18,Meal Break Start,MB,Meal Break End,20:48,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
33,21:01,Thirroul Station,14SC,Dapto Station,21:59,Sat 01-Jul-2023,0:58,0:13,,,31.982,0,,,,,
33,23:17,Dapto Station,14SC,Thirroul Station,24:07:00,Sat 01-Jul-2023,0:50,1:18,,,30.778,0,,,,,
33,24:51:00,Thirroul Station,14SC,Dapto Station,25:47:00,Sat 01-Jul-2023,0:56,0:44,,,31.982,0,,,,,
33,26:28:00,Dapto Station,Dead,Helensberg,27:02:00,Sun 02-Jul-2023,,0:05,,0:34,0,45.863,,,,,
,,,,Roster_Total,23:35,,13:56,6:59,1:00,2:14,439.32,172.772,,,,,coach
,,,,,,,,,,,,,,,,,
34,6:41,Helensberg,Dead,Dapto Station,7:16,Sat 01-Jul-2023,,0:05,,0:35,0,45.965,,,,,
34,7:21,Dapto Station,14SC,Thirroul Station,8:16,Sat 01-Jul-2023,0:55,0:00,,,30.778,0,,,,,
34,8:23,Thirroul Station,14SC,Dapto Station,9:27,Sat 01-Jul-2023,1:04,0:07,,,31.982,0,,,,,
34,9:28,Meal Break Start,MB,Meal Break End,9:58,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
34,10:05,Dapto Station,14SC,Thirroul Station,11:10,Sat 01-Jul-2023,1:05,0:07,,,30.778,0,,,,,
34,11:39,Thirroul Station,14SC,Dapto Station,12:47,Sat 01-Jul-2023,1:08,0:29,,,31.982,0,,,,,
34,13:08,Dapto Station,14SC,Thirroul Station,14:13,Sat 01-Jul-2023,1:05,0:21,,,30.778,0,,,,,
34,14:14,Meal Break Start,MB,Meal Break End,14:44,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
34,14:59,Thirroul Station,14SC,Dapto Station,16:06,Sat 01-Jul-2023,1:07,0:15,,,31.982,0,,,,,
34,16:15,Dapto Station,14SC,Thirroul Station,17:19,Sat 01-Jul-2023,1:04,0:09,,,30.778,0,,,,,
34,18:23,Thirroul Station,14SC,Dapto Station,19:26,Sat 01-Jul-2023,1:03,1:04,,,31.982,0,,,,,
34,19:31,Dapto Station,Dead,Helensberg,20:05,Sat 01-Jul-2023,,0:05,,0:34,0,45.863,,,,,
,,,,Roster_Total,13:24,,8:31,2:44,1:00,1:09,251.04,91.828,$253.72 ,"$1,612 ","$1,865.72 ","$85,240.90 ",bus
,,,,,,,,,,,,,,,,,
35,7:53,Helensberg,Dead,Dapto Station,8:28,Sat 01-Jul-2023,,0:05,,0:35,0,45.965,,,,,
35,8:33,Dapto Station,14SC,Thirroul Station,9:33,Sat 01-Jul-2023,1:00,0:00,,,30.778,0,,,,,
